"","underconf","slope.dif","pval.main","pval.inter","conf","underconf.accu","pval.main.accu","slope.dif.accu","pval.inter.accu","model.num","add0.sim","div0.sim","beta.num","accu"
"1",-0.000457167889617802,0.0136121804493719,7.4999562878487e-10,0.000175476384450117,0.690840128574028,-0.000561130215871524,9.0710566120761e-06,0.0206529688826938,0.000455744072352609,1,-3,0.25,1,0
"2",-0.000975583462209175,-0.00715963059089629,1.75839631213143e-53,0.0229360510391833,0.686633329263216,-0.00124243227215961,5.16426119315941e-30,-0.00205827090996751,0.706594991474612,2,-3,0.25,1,0
"3",-0.0155883811789293,0.0178488218009157,0,8.72388662941885e-12,0.633933616464784,-0.0122171946288279,0,-0.0504240341238728,1.18280262688736e-33,3,-3,0.25,1,0
"4",-0.000584410997350645,0.0104684966439242,2.12632576422224e-16,0.00274436460178888,0.632692211036226,-0.000472158341882271,7.1454534772516e-05,0.00948754910573575,0.0872738349467918,1,-2,0.25,1,0
"5",-0.00114085332504549,-0.00782847596764241,1.88066058929626e-68,0.0140764588755917,0.630553136098753,-0.00114703250850482,5.76053153768363e-26,-0.000322989488071022,0.950895237417593,2,-2,0.25,1,0
"6",-0.0112016035448726,0.0215678125237913,0,2.55810463659345e-16,0.599889602692718,-0.00769822606150536,0,-0.0527407859813617,2.08806125895951e-37,3,-2,0.25,1,0
"7",-0.000458463501253882,0.0137356200841004,2.07230693248421e-09,0.000278083941287912,0.576301606987789,-0.000586905189758123,1.10885120673539e-05,0.000745468617307379,0.900857590094815,1,-1,0.25,1,0
"8",-0.00124578451245457,0.00453630094500995,4.7405242799442e-55,0.247652342242397,0.573162954395206,-0.00130948667561119,4.13535885375885e-22,0.0153972348305366,0.0163378661870835,2,-1,0.25,1,0
"9",-0.00623475550507731,0.0220265692797699,0,2.23035765145015e-15,0.549040385874402,-0.00288381921090877,5.54813697865999e-211,-0.0508036123265052,6.5655273329664e-30,3,-1,0.25,1,0
"10",-0.000654836406785882,0.00831594183401325,5.29947326910829e-17,0.0292744961272422,0.513953774263447,-0.000506418348551595,0.000145095793256771,0.0114183563682778,0.0690998735722204,1,0,0.25,1,0
"11",-0.00128373002008213,0.00101166306253412,8.60783724521964e-60,0.788066507893501,0.512279944573581,-0.000866096252636717,5.12684228171777e-11,-0.00668120913383199,0.260073032164652,2,0,0.25,1,0
"12",-0.00131052962821016,0.0228496840114363,1.73088642088736e-130,7.20262988378459e-18,0.510325189384241,0.00201032716487593,3.08360591834443e-107,-0.0528283274244898,1.90239869356953e-35,3,0,0.25,1,0
"13",-0.00060420186757771,0.00651570637324739,2.31788682257507e-18,0.0579308218639969,0.451976512482558,-0.00071993806242892,2.10806490493669e-09,0.00797847354454285,0.189098214843092,1,1,0.25,1,0
"14",-0.000965787179139712,-0.00999494524426066,1.13262097096223e-31,0.0116833682087414,0.451765630648493,-0.00115887152655108,1.93198095303837e-16,-0.00172848488297792,0.788721038551379,2,1,0.25,1,0
"15",0.00365965819539216,0.025628599642815,0,4.44463610526855e-22,0.470789494406124,0.00714790550363675,0,-0.062542161709968,9.52850399328979e-45,3,1,0.25,1,0
"16",-0.000611525872179217,0.00937487279362568,3.44910846578622e-14,0.0179907903792732,0.392975513668711,-0.000689839176780352,4.00731944294689e-07,0.0210461344314202,0.00119470477168764,1,2,0.25,1,0
"17",-0.0012336265103093,-0.00330089280805634,1.64472866206796e-60,0.36503295739908,0.391050310269251,-0.00116315788543279,3.43258211586832e-19,-0.00949607783652506,0.135738650975839,2,2,0.25,1,0
"18",0.00835432727879276,0.0308106214984165,0,1.74115325557916e-25,0.42765328021504,0.0118871760721426,0,-0.0479486441317242,6.83906329348683e-23,3,2,0.25,1,0
"19",-0.000515327140184814,0.00598074556048817,1.77744254842639e-12,0.0922368071635271,0.334715424089252,-0.000371073728312747,0.00311604354735833,0.00323952531152782,0.580070390914107,1,3,0.25,1,0
"20",-0.00120637017094815,0.00546534497970752,4.39474062609866e-52,0.16505111252259,0.334288046482396,-0.00101515607723928,1.10915836135432e-13,-0.0131744097516558,0.0422829823747117,2,3,0.25,1,0
"21",0.0130021801662569,0.025020785240844,0,4.57334929732017e-21,0.402991897683226,0.0161907398591285,0,-0.0433434526003439,5.53386395050849e-24,3,3,0.25,1,0
"22",-0.000931921832040656,0.0241390653319005,1.50636925879152e-19,1.3878489626371e-06,0.826502009592055,-0.000971740321570547,1.05117504502379e-08,0.0109922532705776,0.172908581709394,1,-3,0.5,1,0
"23",-0.00146387177658551,0.00670886089917726,9.74487392805354e-64,0.123269311328615,0.822437126079786,-0.00166922981582766,7.19965343948866e-31,-0.00619899599931778,0.377013619633908,2,-3,0.5,1,0
"24",-0.0118806297057609,-0.00235176932888488,0,0.545176555973322,0.787761469532374,-0.0102492356963914,0,-0.0516347753640469,1.42374746284041e-16,3,-3,0.5,1,0
"25",-0.000824681775722514,0.0179519385964211,4.15278538720702e-12,0.00257253932195211,0.746573137546201,-0.00114371550037376,7.90492854777552e-09,0.014156394916339,0.127035783406108,1,-2,0.5,1,0
"26",-0.00161152731016826,-0.0137335872350546,2.4602621057825e-31,0.0385723821608806,0.742972442935279,-0.00256357797789396,5.92029030731097e-26,0.0215174212117321,0.0538090376481733,2,-2,0.5,1,0
"27",-0.00958732153219864,0.00843789525882536,0,0.0865981206108434,0.711605586819616,-0.00699754652253784,0,-0.0256157998927815,0.001271262611808,3,-2,0.5,1,0
"28",-0.00107304107134233,0.0257284109945049,7.40318022978424e-15,0.000133792069376316,0.645926333275019,-0.00111151323522842,2.51162303690115e-06,0.062496745438922,3.85678612778643e-08,1,-1,0.5,1,0
"29",-0.0022067138008711,0.00394682942659361,3.18593894011741e-68,0.530820633853847,0.635755831946131,-0.00293968507434777,6.2437597311795e-42,0.034996489351824,0.000841802442711596,2,-1,0.5,1,0
"30",-0.0057442944257058,0.00293552587738885,0,0.589076744562958,0.623524089221694,-0.00272030143180371,4.69602235261729e-44,-0.0585929008467948,2.33402326990845e-10,3,-1,0.5,1,0
"31",-0.000850482142269618,0.00446925923168719,1.20203573247595e-06,0.604924182038145,0.528170384491295,-0.00188284975722665,4.2904038053317e-10,0.0224270137577449,0.120183051118599,1,0,0.5,1,0
"32",-0.00265733241629232,0.0114077670828147,2.40243396863212e-64,0.127907671962325,0.525298612249573,-0.00273678052368831,1.12212073426787e-24,0.0220022892906537,0.0797596174489998,2,0,0.5,1,0
"33",-0.0013040311528652,0.0155971316332957,4.94072696235723e-27,0.00842077584534184,0.526667185453268,0.00211983332957019,7.87887644297718e-25,-0.0435307138732372,2.03072050846751e-05,3,0,0.5,1,0
"34",-0.00104714633186113,0.0127113320001983,2.94453669047444e-12,0.0857491795975212,0.410268136788395,-0.00124216383120259,1.42950001031582e-06,0.016685840090243,0.173345927170542,1,1,0.5,1,0
"35",-0.00221689547827701,-0.0111005551829454,3.95728341615295e-51,0.13612564557141,0.404565116442603,-0.00199208598549531,2.73257776205677e-15,-0.00394501870851639,0.751574044475042,2,1,0.5,1,0
"36",0.00330205827001065,0.0271827427970465,1.75666172060864e-180,1.05284557222732e-06,0.431208047971167,0.006431793304329,2.5453506239403e-239,-0.0406303886877191,5.04297768246479e-06,3,1,0.5,1,0
"37",-0.000820668700651661,0.0240838665771533,1.10460120466756e-12,1.16986052171494e-05,0.300277763936438,-0.000848358788344564,3.12840828144917e-05,0.0097785179243167,0.297572826129595,1,2,0.5,1,0
"38",-0.00196242009846201,0.00516122092763499,6.33376144391219e-52,0.403298035126857,0.295843075187119,-0.0017148330635884,2.13243370285335e-14,-0.0112573938256926,0.271861283951251,2,2,0.5,1,0
"39",0.00755223702905411,0.0320530674102266,0,6.17655060965987e-09,0.335499556025007,0.0101251004929166,0,-0.0273183752440188,0.0029082993335609,3,2,0.5,1,0
"40",-0.000792810831442151,0.0140888351412868,6.03899703497208e-15,0.00443036826973549,0.207961442610328,-0.000604843625846365,0.000410732901064847,0.0181234605621067,0.0269953175603244,1,3,0.5,1,0
"41",-0.00167187164300581,0.00348298204872005,9.34082761666016e-71,0.434486485050629,0.204923529866917,-0.00132896277920824,6.12412580705725e-16,0.00467532976565268,0.553229307366831,2,3,0.5,1,0
"42",0.011002005843777,0.0314469486696454,0,4.86703560631778e-12,0.258025870182749,0.0126609397234713,0,-0.00640222357067078,0.403145513980976,3,3,0.5,1,0
"43",-0.000430034156923986,0.00727507457796658,3.66198449751915e-10,0.0334559489767241,0.949741328031578,-0.00053686764166185,9.97039547565717e-06,0.0195175625753406,0.00108789820967175,1,-3,1,1,0
"44",-0.00104420053149682,-0.00217378279959388,1.41686397117329e-42,0.563148601870836,0.947611906227386,-0.00169985658541795,3.06250104422815e-36,0.0196277600810097,0.00201910179043726,2,-3,1,1,0
"45",-0.00389605447967796,-0.0153274904554115,0,0.000223856522208992,0.938747877400103,-0.00426353955106693,1.08308161517098e-199,-0.0105616422126022,0.129612402455479,3,-3,1,1,0
"46",-0.000832473800350362,0.00904133823930799,4.19854277765439e-11,0.148821634160895,0.878761630036567,-0.0019839185758562,2.32180228910188e-19,0.0657950826500065,7.15018573999167e-10,1,-2,1,1,0
"47",-0.00190410576382485,-0.0213248892052311,2.40779252989917e-42,0.00180208052284907,0.872517079327145,-0.00268716461295144,1.43370013752815e-29,-0.0238450084287643,0.0279432288225914,2,-2,1,1,0
"48",-0.00468904288174908,-0.0207144839591132,0,0.000298526525553595,0.864645865937389,-0.00442532863165873,1.44984148619773e-106,-0.0384337283027758,3.31944767752265e-05,3,-2,1,1,0
"49",-0.00201966157364446,0.0404802845043583,1.14078691431676e-24,3.7563548479117e-05,0.746564004475874,-0.0020577837479269,1.92449314430707e-10,0.0475594367994654,0.00113515663999827,1,-1,1,1,0
"50",-0.00288445502606416,-0.0281576081799052,3.1790547656514e-42,0.00626360774338473,0.739535310272439,-0.00463493742847804,5.06607924092777e-38,0.000651000271612037,0.969239677935357,2,-1,1,1,0
"51",-0.00418173069562542,-0.000475044976118426,9.00173057238779e-113,0.957706868165286,0.739176975032253,-0.0025204595475164,1.51599267121923e-16,-0.0179575448634539,0.243173641482787,3,-1,1,1,0
"52",-0.00171120899516159,0.0331061609055548,8.91509163443316e-11,0.0116778870439373,0.551186399637465,-0.00135909141125489,0.00244558565205058,0.0526248257727672,0.0136117793791958,1,0,1,1,0
"53",-0.00544993626400057,0.00914796929961108,6.83308520834203e-78,0.515807912279826,0.543977616887523,-0.00319577183410734,6.20046691182363e-11,-0.00960374380293831,0.674784354316585,2,0,1,1,0
